"site","round","sample_pt","sample_id","year","barcode_id","active_flower","final_id","notes","plate","well","date","julian_date","lat","long"
"ED",27,"ED13","27_ED13",2023,"ED27_13_04","LOCO","B. impatiens","worker","impatiens_DNA_26","G5",2020-08-17,229,"49.0968308","-122.9358556"
"ED",27,"ED13","27_ED13",2023,"ED27_13_05","LOCO","B. impatiens","worker","impatiens_DNA_26","G12",2020-08-17,229,"49.0968308","-122.9358556"
"ED",27,"ED14","27_ED14",2023,"ED27_14_01","dead","B. impatiens","worker","impatiens_DNA_27","A11",2020-08-17,229,"49.0974916","-122.9390522"
"ED",27,"ED15A","27_ED15A",2023,"ED27_15A_01","SPDO","B. impatiens","worker","impatiens_DNA_21","G10",2020-08-17,229,"49.09073","-122.94606"
"ED",27,"ED17","27_ED17",2023,"ED27_17_01","RUAR","B. impatiens","worker","impatiens_DNA_21","H12",2020-08-17,229,"49.0940828","-122.9349878"
"ED",27,"ED17","27_ED17",2023,"ED27_17_02","TRRE","B. impatiens","worker","impatiens_DNA_27","B10",2020-08-17,229,"49.0940828","-122.9349878"
"ED",27,"ED17","27_ED17",2023,"ED27_17_03","TRPR","B. impatiens","worker","impatiens_DNA_27","B6",2020-08-17,229,"49.0940828","-122.9349878"
"ED",27,"ED17","27_ED17",2023,"ED27_17_04","TRPR","B. impatiens","worker","impatiens_DNA_27","A10",2020-08-17,229,"49.0940828","-122.9349878"
"ED",27,"ED17","27_ED17",2023,"ED27_17_05","CHAN","B. impatiens","worker","impatiens_DNA_27","B3",2020-08-17,229,"49.0940828","-122.9349878"
"ED",27,"ED19B","27_ED19B",2023,"ED27_19B_01","flying","B. impatiens","worker","impatiens_DNA_26","H11",2020-08-17,229,"49.09746","-122.93066"
"ED",27,"ED19B","27_ED19B",2023,"ED27_19B_02","CAAN","B. impatiens","worker","impatiens_DNA_26","G11",2020-08-17,229,"49.09746","-122.93066"
"ED",27,"ED19B","27_ED19B",2023,"ED27_19B_03","SOLY","B. impatiens","worker","impatiens_DNA_27","A9",2020-08-17,229,"49.09746","-122.93066"
"ED",27,"ED19B","27_ED19B",2023,"ED27_19B_04","SOLY","B. impatiens","worker","impatiens_DNA_26","H4",2020-08-17,229,"49.09746","-122.93066"
"ED",27,"ED19B","27_ED19B",2023,"ED27_19B_05","CUPE","B. impatiens","worker","impatiens_DNA_21","H6",2020-08-17,229,"49.09746","-122.93066"
"ED",27,"ED19B","27_ED19B",2023,"ED27_19B_07","CUPE","B. impatiens","worker","impatiens_DNA_26","F3",2020-08-17,229,"49.09746","-122.93066"
"ED",27,"ED19B","27_ED19B",2023,"ED27_19B_08","CUPE","B. impatiens","worker","impatiens_DNA_26","H1",2020-08-17,229,"49.09746","-122.93066"
"ED",27,"ED19B","27_ED19B",2023,"ED27_19B_09","CUPE","B. impatiens","worker","impatiens_DNA_26","F4",2020-08-17,229,"49.09746","-122.93066"
"ED",27,"ED19B","27_ED19B",2023,"ED27_19B_10","CUPE","B. impatiens","worker","impatiens_DNA_26","H9",2020-08-17,229,"49.09746","-122.93066"
"ED",27,"ED19B","27_ED19B",2023,"ED27_19B_11","CUPE","B. impatiens","worker","impatiens_DNA_27","B7",2020-08-17,229,"49.09746","-122.93066"
"ED",27,"ED19B","27_ED19B",2023,"ED27_19B_12","CUPE","B. impatiens","worker","impatiens_DNA_26","G8",2020-08-17,229,"49.09746","-122.93066"
"ED",27,"ED19B","27_ED19B",2023,"ED27_19B_13","CUPE","B. impatiens","worker","impatiens_DNA_26","E5",2020-08-17,229,"49.09746","-122.93066"
"ED",27,"ED23A","27_ED23A",2023,"ED27_23A_01","PEMA","B. impatiens","worker","impatiens_DNA_27","B4",2020-08-17,229,"49.1010173","-122.9460843"
"ED",27,"ED23A","27_ED23A",2023,"ED27_23A_02","TRHY","B. impatiens","worker","impatiens_DNA_27","A7",2020-08-17,229,"49.1010173","-122.9460843"
"ED",27,"ED23A","27_ED23A",2023,"ED27_23A_03","BIFR","B. impatiens","worker","impatiens_DNA_26","G9",2020-08-17,229,"49.1010173","-122.9460843"
"ED",27,"ED25A","27_ED25A",2023,"ED27_25A_01","RARA","B. impatiens","worker","impatiens_DNA_26","F1",2020-08-17,229,"49.1009682","-122.9383971"
"ED",27,"ED27B","27_ED27B",2023,"ED27_27B_01","SPDO","B. impatiens","worker","impatiens_DNA_27","B1",2020-08-17,229,"49.10066","-122.9294"
"ED",27,"ED28A","27_ED28A",2023,"ED27_28A_01","TRRE","B. impatiens","worker","impatiens_DNA_26","E7",2020-08-17,229,"49.1007889","-122.9346452"
"ED",27,"ED29","27_ED29",2023,"ED27_29_01","road (dead)","B. impatiens","worker","impatiens_DNA_21","H7",2020-08-17,229,"49.0946604","-122.9406617"
"ED",27,"ED31","27_ED31",2023,"ED27_31_01","HYRA","B. impatiens","worker","impatiens_DNA_26","F2",2020-08-17,229,"49.091685","-122.9349074"
"ED",27,"ED31","27_ED31",2023,"ED27_31_02","HYRA","B. impatiens","worker","impatiens_DNA_21","G11",2020-08-17,229,"49.091685","-122.9349074"
"ED",27,"ED31","27_ED31",2023,"ED27_31_03","TAVU","B. impatiens","worker","impatiens_DNA_27","C8",2020-08-17,229,"49.091685","-122.9349074"
"ED",27,"ED31","27_ED31",2023,"ED27_31_04","TRPR","B. impatiens","worker","impatiens_DNA_26","H7",2020-08-17,229,"49.091685","-122.9349074"
"ED",27,"ED32","27_ED32",2023,"ED27_32_01","TRRE","B. impatiens","worker","impatiens_DNA_27","C7",2020-08-17,229,"49.0910852","-122.9303897"
"ED",27,"ED32","27_ED32",2023,"ED27_32_02","TRRE","B. impatiens","worker","impatiens_DNA_21","G12",2020-08-17,229,"49.0910852","-122.9303897"
"ED",27,"ED32","27_ED32",2023,"ED27_32_03","TRRE","B. impatiens","worker","impatiens_DNA_27","B2",2020-08-17,229,"49.0910852","-122.9303897"
"ED",27,"ED32","27_ED32",2023,"ED27_32_04","TRRE","B. impatiens","worker","impatiens_DNA_26","E11",2020-08-17,229,"49.0910852","-122.9303897"
"ED",27,"ED32","27_ED32",2023,"ED27_32_05","TRRE","B. impatiens","worker","impatiens_DNA_26","F12",2020-08-17,229,"49.0910852","-122.9303897"
"ED",27,"ED32","27_ED32",2023,"ED27_32_06","TRRE","B. impatiens","worker","impatiens_DNA_26","G2",2020-08-17,229,"49.0910852","-122.9303897"
"ED",27,"ED32","27_ED32",2023,"ED27_32_07","TRRE","B. impatiens","worker","impatiens_DNA_26","E9",2020-08-17,229,"49.0910852","-122.9303897"
"ED",27,"ED32","27_ED32",2023,"ED27_32_08","TRRE","B. impatiens","worker","impatiens_DNA_27","A1",2020-08-17,229,"49.0910852","-122.9303897"
"ED",27,"ED33","27_ED33",2023,"ED27_33_01","RUAR","B. impatiens","worker","impatiens_DNA_26","F10",2020-08-17,229,"49.09078","-122.95623"
"ED",27,"ED34","27_ED34",2023,"ED27_34_01","BIFR","B. impatiens","worker","impatiens_DNA_27","B12",2020-08-17,229,"49.10282","-122.93492"
"ED",27,"ED34","27_ED34",2023,"ED27_34_02","BIFR","B. impatiens","worker","impatiens_DNA_27","A4",2020-08-17,229,"49.10282","-122.93492"
"ED",27,"ED34","27_ED34",2023,"ED27_34_03","EPCI","B. impatiens","worker","impatiens_DNA_21","H5",2020-08-17,229,"49.10282","-122.93492"
"ED",27,"ED40","27_ED40",2023,"ED27_40_01","TAVU","B. impatiens","worker","impatiens_DNA_26","G10",2020-08-17,229,"49.0961","-122.93292"
"ED",27,"ED40","27_ED40",2023,"ED27_40_02","TAVU","B. impatiens","worker","impatiens_DNA_26","G6",2020-08-17,229,"49.0961","-122.93292"
"ED",27,"ED40","27_ED40",2023,"ED27_40_03","TAVU","B. impatiens","worker","impatiens_DNA_26","F9",2020-08-17,229,"49.0961","-122.93292"
"ED",27,"ED40","27_ED40",2023,"ED27_40_04","TAVU","B. impatiens","worker","impatiens_DNA_22","A12",2020-08-17,229,"49.0961","-122.93292"
"ED",27,"ED40","27_ED40",2023,"ED27_40_05","TAVU","B. impatiens","worker","impatiens_DNA_27","C5",2020-08-17,229,"49.0961","-122.93292"
"ED",27,"ED40","27_ED40",2023,"ED27_40_06","TAVU","B. impatiens","worker","impatiens_DNA_26","H2",2020-08-17,229,"49.0961","-122.93292"
"ED",27,"ED40","27_ED40",2023,"ED27_40_07","TAVU","B. impatiens","worker","impatiens_DNA_27","A5",2020-08-17,229,"49.0961","-122.93292"
"ED",27,"ED40","27_ED40",2023,"ED27_40_08","TAVU","B. impatiens","worker","impatiens_DNA_26","F5",2020-08-17,229,"49.0961","-122.93292"
"ED",27,"ED40","27_ED40",2023,"ED27_40_09","TAVU","B. impatiens","worker","impatiens_DNA_26","F6",2020-08-17,229,"49.0961","-122.93292"
"ED",27,"ED40","27_ED40",2023,"ED27_40_10","TAVU","B. impatiens","worker","impatiens_DNA_26","F7",2020-08-17,229,"49.0961","-122.93292"
"HR",13,"HR27","13_HR27",2023,"HR13_27_01","ground","B. impatiens","queen","impatiensQueens01","C6",2020-04-14,104,"49.1555078","-122.7125975"
"HR",14,"HR04","14_HR04",2023,"HR14_04_01","nest searching","B. impatiens","queen","impatiensQueens01","A1",2020-04-30,120,"49.1534069","-122.719946"
"HR",14,"HR05A","14_HR05A",2023,"HR14_05A_01","nest searching","B. impatiens","queen","impatiensQueens01","B12",2020-04-30,120,"49.1556885","-122.7208475"
"HR",14,"HR06A","14_HR06A",2023,"HR14_06A_01","nest searching","B. impatiens","queen","impatiensQueens01","G9",2020-04-30,120,"49.1557745","-122.7263221"
"HR",14,"HR07A","14_HR07A",2023,"HR14_07A_01","nest searching","B. impatiens","queen","impatiensQueens01","E2",2020-04-30,120,"49.1534589","-122.7224307"
"HR",14,"HR12","14_HR12",2023,"HR14_12_01","nest searching","B. impatiens","queen","impatiensQueens01","B1",2020-04-30,120,"49.1590772","-122.7236265"
"HR",14,"HR12C","14_HR12C",2023,"HR14_12C_01","nest searching","B. impatiens","queen","impatiensQueens01","F12",2020-04-30,120,"49.1604103","-122.7221135"
"HR",14,"HR13","14_HR13",2023,"HR14_13_01","nest searching","B. impatiens","queen","impatiensQueens01","E7",2020-04-30,120,"49.1627706","-122.7182544"
"HR",14,"HR16","14_HR16",2023,"HR14_16_01","nest searching","B. impatiens","queen","impatiensQueens01","H2",2020-04-30,120,"49.159073","-122.7088316"
"HR",14,"HR19A","14_HR19A",2023,"HR14_19A_01","nest searching","B. impatiens","queen","impatiensQueens01","C2",2020-04-30,120,"49.1578943","-122.7080699"
"HR",14,"HR21","14_HR21",2023,"HR14_21_01","nest searching","B. impatiens","queen","impatiensQueens01","B11",2020-04-30,120,"49.1517732","-122.712283"
"HR",14,"HR21","14_HR21",2023,"HR14_21_02","nest searching","B. impatiens","queen","impatiensQueens01","H7",2020-04-30,120,"49.1517732","-122.712283"
"HR",14,"HR26","14_HR26",2023,"HR14_26_01","nest searching","B. impatiens","queen","impatiensQueens01","F1",2020-04-30,120,"49.1592195","-122.7127155"
"HR",14,"HR27","14_HR27",2023,"HR14_27_01","nest searching","B. impatiens","queen","impatiensQueens01","D6",2020-04-30,120,"49.1555078","-122.7125975"
"HR",14,"HR28","14_HR28",2023,"HR14_28_01","nest searching","B. impatiens","queen","impatiensQueens01","A10",2020-04-30,120,"49.1535131","-122.7159115"
"HR",14,"HR32","14_HR32",2023,"HR14_32_01","nest searching","B. impatiens","queen","impatiensQueens01","B3",2020-04-30,120,"49.147953","-122.7201041"
"HR",14,"HR32","14_HR32",2023,"HR14_32_02","nest searching","B. impatiens","queen","impatiensQueens01","A11",2020-04-30,120,"49.147953","-122.7201041"
"HR",15,"HR01","15_HR01",2023,"HR15_01_01","nest searching","B. impatiens","queen","impatiensQueens01","A9",2020-05-10,130,"49.1512987","-122.715387"
"HR",16,"HR18","16_HR18",2023,"HR16_18_01","nest searching","B. impatiens","queen","impatiensQueens01","D4",2020-05-16,136,"49.1589046","-122.7058168"
"HR",17,"HR21","17_HR21",2023,"HR17_21_01","nest searching","B. impatiens","queen","impatiensQueens01","E9",2020-05-25,145,"49.1517732","-122.712283"
"HR",17,"HR34","17_HR34",2023,"HR17_34_01","nest searching","B. impatiens","queen","impatiensQueens01","H9",2020-05-25,145,"49.1628452","-122.7053717"
"HR",18,"HR01","18_HR01",2023,"HR18_01_01","road (dead)","B. impatiens","queen","impatiensQueens02","H11",2020-06-02,153,"49.1512987","-122.715387"
"HR",18,"HR11","18_HR11",2023,"HR18_11_01","road (dead)","B. impatiens","worker","impatiens_DNA_28","H10",2020-06-02,153,"49.1627115","-122.7235836"
"HR",19,"HR04","19_HR04",2023,"HR19_04_13","RUAR","B. impatiens","worker","impatiens_DNA_29","F3",2020-06-08,159,"49.1534069","-122.719946"
"HR",19,"HR09","19_HR09",2023,"HR19_09_01","RUAR","B. impatiens","worker","impatiens_DNA_29","F8",2020-06-08,159,"49.1626103","-122.7282396"
"HR",19,"HR23","19_HR23",2023,"HR19_23_08","SPJA","B. impatiens","worker; also in mixtusDNA16 A9","impatiens_DNA_33","G1",2020-06-08,159,"49.1518644","-122.70223"
"HR",19,"HR31","19_HR31",2023,"HR19_31_01","RUAR","B. impatiens","worker","impatiens_DNA_28","G5",2020-06-08,159,"49.1479179","-122.711316"
"HR",19,"HR34","19_HR34",2023,"HR19_34_09","RUAR","B. impatiens","worker","impatiens_DNA_28","G8",2020-06-08,159,"49.1628452","-122.7053717"
"HR",19,"HR34","19_HR34",2023,"HR19_34_10","RUAR","B. impatiens","worker","impatiens_DNA_29","H3",2020-06-08,159,"49.1628452","-122.7053717"
"HR",20,"HR26","20_HR26",2023,"HR20_26_02","SODU","B. impatiens","worker","impatiens_DNA_29","G11",2020-06-19,170,"49.1592195","-122.7127155"
"HR",21,"HR16","21_HR16",2023,"HR21_16_07","CHAN","B. impatiens","worker","impatiens_DNA_29","F4",2020-07-03,184,"49.159073","-122.7088316"
"HR",21,"HR18","21_HR18",2023,"HR21_18_01","VICR","B. impatiens","worker","impatiens_DNA_30","A2",2020-07-03,184,"49.1589046","-122.7058168"
"HR",21,"HR21","21_HR21",2023,"HR21_21_01","SODU","B. impatiens","worker","impatiens_DNA_29","H6",2020-07-03,184,"49.1517732","-122.712283"
"HR",21,"HR23","21_HR23",2023,"HR21_23_01","SANE","B. impatiens","worker","impatiens_DNA_30","A8",2020-07-03,184,"49.1518644","-122.70223"
"HR",22,"HR01","22_HR01",2023,"HR22_01_01","HYAR","B. impatiens","worker","impatiens_DNA_29","F9",2020-07-13,194,"49.1512987","-122.715387"
"HR",22,"HR04","22_HR04",2023,"HR22_04_01","SPDO","B. impatiens","worker","impatiens_DNA_28","G4",2020-07-13,194,"49.1534069","-122.719946"
"HR",22,"HR12C","22_HR12C",2023,"HR22_12C_01","RARA","B. impatiens","worker","impatiens_DNA_28","G11",2020-07-13,194,"49.1604103","-122.7221135"
"HR",22,"HR21","22_HR21",2023,"HR22_21_01","flying","B. impatiens","worker","impatiens_DNA_29","G12",2020-07-13,194,"49.1517732","-122.712283"
"HR",22,"HR23","22_HR23",2023,"HR22_23_01","SANE","B. impatiens","worker","impatiens_DNA_28","H11",2020-07-13,194,"49.1518644","-122.70223"
"HR",22,"HR23","22_HR23",2023,"HR22_23_02","SANE","B. impatiens","worker","impatiens_DNA_28","H4",2020-07-13,194,"49.1518644","-122.70223"
"HR",22,"HR26","22_HR26",2023,"HR22_26_01","RUAR","B. impatiens","worker","impatiens_DNA_29","G1",2020-07-13,194,"49.1592195","-122.7127155"
"HR",22,"HR28","22_HR28",2023,"HR22_28_01","IMGL","B. impatiens","worker","impatiens_DNA_28","H8",2020-07-13,194,"49.1535131","-122.7159115"
"HR",22,"HR34","22_HR34",2023,"HR22_34_01","LOCO","B. impatiens","worker","impatiens_DNA_29","F5",2020-07-13,194,"49.1628452","-122.7053717"
"HR",22,"HR36","22_HR36",2023,"HR22_36_01","SPDO","B. impatiens","worker","impatiens_DNA_28","H6",2020-07-13,194,"49.1568666","-122.7016479"
"HR",23,"HR07A","23_HR07A",2023,"HR23_07A_02","IMGL","B. impatiens","worker","impatiens_DNA_30","A12",2020-07-20,201,"49.1534589","-122.7224307"
"HR",23,"HR07A","23_HR07A",2023,"HR23_07A_03","RARA","B. impatiens","worker","impatiens_DNA_30","A10",2020-07-20,201,"49.1534589","-122.7224307"
"HR",23,"HR10","23_HR10",2023,"HR23_10_01","TAVU","B. impatiens","worker","impatiens_DNA_28","G3",2020-07-20,201,"49.1588394","-122.7276809"
"HR",23,"HR16","23_HR16",2023,"HR23_16_04","CHAN","B. impatiens","worker","impatiens_DNA_29","H1",2020-07-20,201,"49.159073","-122.7088316"
"HR",23,"HR16","23_HR16",2023,"HR23_16_05","CHAN","B. impatiens","worker","impatiens_DNA_28","G10",2020-07-20,201,"49.159073","-122.7088316"
"HR",23,"HR16","23_HR16",2023,"HR23_16_06","CHAN","B. impatiens","worker","impatiens_DNA_30","A7",2020-07-20,201,"49.159073","-122.7088316"
"HR",23,"HR16","23_HR16",2023,"HR23_16_07","CHAN","B. impatiens","worker","impatiens_DNA_28","G1",2020-07-20,201,"49.159073","-122.7088316"
"HR",23,"HR16","23_HR16",2023,"HR23_16_08","CHAN","B. impatiens","worker","impatiens_DNA_29","H11",2020-07-20,201,"49.159073","-122.7088316"
"HR",23,"HR16","23_HR16",2023,"HR23_16_09","CHAN","B. impatiens","worker","impatiens_DNA_28","G2",2020-07-20,201,"49.159073","-122.7088316"
"HR",23,"HR16","23_HR16",2023,"HR23_16_10","CHAN","B. impatiens","worker","impatiens_DNA_28","G9",2020-07-20,201,"49.159073","-122.7088316"
"HR",23,"HR16","23_HR16",2023,"HR23_16_11","CHAN","B. impatiens","worker","impatiens_DNA_29","F11",2020-07-20,201,"49.159073","-122.7088316"
"HR",23,"HR18","23_HR18",2023,"HR23_18_02","TRRE","B. impatiens","worker","impatiens_DNA_29","G2",2020-07-20,201,"49.1589046","-122.7058168"
"HR",23,"HR18","23_HR18",2023,"HR23_18_03","TRRE","B. impatiens","worker","impatiens_DNA_30","A9",2020-07-20,201,"49.1589046","-122.7058168"
"HR",23,"HR18","23_HR18",2023,"HR23_18_04","TRRE","B. impatiens","worker","impatiens_DNA_29","G8",2020-07-20,201,"49.1589046","-122.7058168"
"HR",23,"HR19A","23_HR19A",2023,"HR23_19A_01","CIAR","B. impatiens","worker","impatiens_DNA_30","A11",2020-07-20,201,"49.1578943","-122.7080699"
"HR",23,"HR22","23_HR22",2023,"HR23_22_01","VICR","B. impatiens","worker","impatiens_DNA_30","A5",2020-07-20,201,"49.1544635","-122.7016219"
"HR",23,"HR23","23_HR23",2023,"HR23_23_01","ECPU","B. impatiens","worker","impatiens_DNA_29","G5",2020-07-20,201,"49.1518644","-122.70223"
"HR",23,"HR23","23_HR23",2023,"HR23_23_02","ECPU","B. impatiens","worker","impatiens_DNA_28","G7",2020-07-20,201,"49.1518644","-122.70223"
"HR",23,"HR23","23_HR23",2023,"HR23_23_03","ECPU","B. impatiens","worker","impatiens_DNA_28","H7",2020-07-20,201,"49.1518644","-122.70223"
"HR",23,"HR23","23_HR23",2023,"HR23_23_04","ECPU","B. impatiens","worker","impatiens_DNA_28","H5",2020-07-20,201,"49.1518644","-122.70223"
"HR",23,"HR23","23_HR23",2023,"HR23_23_05","ECPU","B. impatiens","worker","impatiens_DNA_29","H2",2020-07-20,201,"49.1518644","-122.70223"
"HR",23,"HR23","23_HR23",2023,"HR23_23_06","ECPU","B. impatiens","worker","impatiens_DNA_29","H8",2020-07-20,201,"49.1518644","-122.70223"
"HR",23,"HR23","23_HR23",2023,"HR23_23_07","SANE","B. impatiens","worker","impatiens_DNA_29","G9",2020-07-20,201,"49.1518644","-122.70223"
"HR",23,"HR23","23_HR23",2023,"HR23_23_08","SANE","B. impatiens","worker","impatiens_DNA_29","H12",2020-07-20,201,"49.1518644","-122.70223"
"HR",23,"HR23","23_HR23",2023,"HR23_23_09","SANE","B. impatiens","worker","impatiens_DNA_30","A4",2020-07-20,201,"49.1518644","-122.70223"
"HR",23,"HR23","23_HR23",2023,"HR23_23_10","SANE","B. impatiens","worker","impatiens_DNA_30","B6",2020-07-20,201,"49.1518644","-122.70223"
"HR",23,"HR23","23_HR23",2023,"HR23_23_11","SANE","B. impatiens","worker","impatiens_DNA_28","H12",2020-07-20,201,"49.1518644","-122.70223"
"HR",23,"HR23","23_HR23",2023,"HR23_23_12","SANE","B. impatiens","worker","impatiens_DNA_29","G3",2020-07-20,201,"49.1518644","-122.70223"
"HR",23,"HR23","23_HR23",2023,"HR23_23_13","SANE","B. impatiens","worker","impatiens_DNA_28","H3",2020-07-20,201,"49.1518644","-122.70223"
"HR",23,"HR23","23_HR23",2023,"HR23_23_14","TRRE","B. impatiens","worker","impatiens_DNA_29","G7",2020-07-20,201,"49.1518644","-122.70223"
"HR",23,"HR24","23_HR24",2023,"HR23_24_01","MEAL","B. impatiens","worker","impatiens_DNA_29","H7",2020-07-20,201,"49.155363","-122.709293"
"HR",23,"HR26","23_HR26",2023,"HR23_26_01","SODU","B. impatiens","worker","impatiens_DNA_30","A3",2020-07-20,201,"49.1592195","-122.7127155"
"HR",23,"HR26","23_HR26",2023,"HR23_26_02","SODU","B. impatiens","worker","impatiens_DNA_28","H1",2020-07-20,201,"49.1592195","-122.7127155"
"HR",23,"HR28","23_HR28",2023,"HR23_28_01","RUAR","B. impatiens","worker","impatiens_DNA_28","G6",2020-07-20,201,"49.1535131","-122.7159115"
"HR",23,"HR28","23_HR28",2023,"HR23_28_02","RUAR","B. impatiens","worker","impatiens_DNA_29","H5",2020-07-20,201,"49.1535131","-122.7159115"
"HR",23,"HR28","23_HR28",2023,"HR23_28_03","RUAR","B. impatiens","worker","impatiens_DNA_28","H9",2020-07-20,201,"49.1535131","-122.7159115"
"HR",23,"HR28","23_HR28",2023,"HR23_28_04","IMGL","B. impatiens","worker","impatiens_DNA_30","A6",2020-07-20,201,"49.1535131","-122.7159115"
"HR",23,"HR31","23_HR31",2023,"HR23_31_01","TAVU","B. impatiens","worker","impatiens_DNA_30","A1",2020-07-20,201,"49.1479179","-122.711316"
"HR",23,"HR33","23_HR33",2023,"HR23_33_01","TAVU","B. impatiens","worker","impatiens_DNA_29","H4",2020-07-20,201,"49.1479665","-122.730115"
"HR",23,"HR33","23_HR33",2023,"HR23_33_02","LOCO","B. impatiens","worker","impatiens_DNA_28","G12",2020-07-20,201,"49.1479665","-122.730115"
"HR",23,"HR34","23_HR34",2023,"HR23_34_01","HYRA","B. impatiens","worker","impatiens_DNA_29","H9",2020-07-20,201,"49.1628452","-122.7053717"
"HR",23,"HR36","23_HR36",2023,"HR23_36_02","IMGL","B. impatiens","worker","impatiens_DNA_29","G10",2020-07-20,201,"49.1568666","-122.7016479"
"HR",23,"HR36","23_HR36",2023,"HR23_36_03","RUAR","B. impatiens","worker","impatiens_DNA_29","F12",2020-07-20,201,"49.1568666","-122.7016479"
"HR",24,"HR01","24_HR01",2023,"HR24_01_01","HYRA","B. impatiens","worker","impatiens_DNA_29","G6",2020-07-30,211,"49.1512987","-122.715387"
"HR",24,"HR04","24_HR04",2023,"HR24_04_01","HYRA","B. impatiens","worker","impatiens_DNA_33","A6",2020-07-30,211,"49.1534069","-122.719946"
"HR",24,"HR04","24_HR04",2023,"HR24_04_02","TAVU","B. impatiens","worker","impatiens_DNA_29","F2",2020-07-30,211,"49.1534069","-122.719946"
"HR",24,"HR06A","24_HR06A",2023,"HR24_06A_01","TAVU","B. impatiens","worker","impatiens_DNA_29","H10",2020-07-30,211,"49.1557745","-122.7263221"
"HR",24,"HR07A","24_HR07A",2023,"HR24_07A_01","IMGL","B. impatiens","worker","impatiens_DNA_29","G4",2020-07-30,211,"49.1534589","-122.7224307"
"HR",24,"HR07A","24_HR07A",2023,"HR24_07A_02","IMGL","B. impatiens","worker","impatiens_DNA_33","C11",2020-07-30,211,"49.1534589","-122.7224307"
"HR",24,"HR07A","24_HR07A",2023,"HR24_07A_03","IMGL","B. impatiens","worker","impatiens_DNA_33","A4",2020-07-30,211,"49.1534589","-122.7224307"
"HR",24,"HR07A","24_HR07A",2023,"HR24_07A_04","SOAR","B. impatiens","worker","impatiens_DNA_33","B3",2020-07-30,211,"49.1534589","-122.7224307"
"HR",24,"HR07A","24_HR07A",2023,"HR24_07A_05","SOAR","B. impatiens","worker","impatiens_DNA_32","H3",2020-07-30,211,"49.1534589","-122.7224307"
"HR",24,"HR07A","24_HR07A",2023,"HR24_07A_06","SOAR","B. impatiens","worker","impatiens_DNA_33","A11",2020-07-30,211,"49.1534589","-122.7224307"
"HR",24,"HR09","24_HR09",2023,"HR24_09_01","TAVU","B. impatiens","worker","impatiens_DNA_32","H2",2020-07-30,211,"49.1626103","-122.7282396"
"HR",24,"HR12","24_HR12",2023,"HR24_12_02","TRRE","B. impatiens","worker","impatiens_DNA_33","C8",2020-07-30,211,"49.1590772","-122.7236265"
"HR",24,"HR13","24_HR13",2023,"HR24_13_01","SPDO","B. impatiens","worker","impatiens_DNA_33","C1",2020-07-30,211,"49.1627706","-122.7182544"
"HR",24,"HR16","24_HR16",2023,"HR24_16_02","CHAN","B. impatiens","worker","impatiens_DNA_33","B6",2020-07-30,211,"49.159073","-122.7088316"
"HR",24,"HR16","24_HR16",2023,"HR24_16_03","CHAN","B. impatiens","worker","impatiens_DNA_33","C6",2020-07-30,211,"49.159073","-122.7088316"
"HR",24,"HR16","24_HR16",2023,"HR24_16_04","CHAN","B. impatiens","worker","impatiens_DNA_33","B4",2020-07-30,211,"49.159073","-122.7088316"
"HR",24,"HR16","24_HR16",2023,"HR24_16_05","CIVU","B. impatiens","worker","impatiens_DNA_33","C5",2020-07-30,211,"49.159073","-122.7088316"
"HR",24,"HR18","24_HR18",2023,"HR24_18_01","VICR","B. impatiens","worker","impatiens_DNA_33","A2",2020-07-30,211,"49.1589046","-122.7058168"
"HR",24,"HR18","24_HR18",2023,"HR24_18_02","VICR","B. impatiens","worker","impatiens_DNA_33","C7",2020-07-30,211,"49.1589046","-122.7058168"
"HR",24,"HR18","24_HR18",2023,"HR24_18_03","VICR","B. impatiens","worker","impatiens_DNA_33","D6",2020-07-30,211,"49.1589046","-122.7058168"
"HR",24,"HR18","24_HR18",2023,"HR24_18_04","TRRE","B. impatiens","worker","impatiens_DNA_33","C10",2020-07-30,211,"49.1589046","-122.7058168"
"HR",24,"HR18","24_HR18",2023,"HR24_18_05","TRRE","B. impatiens","worker","impatiens_DNA_33","A1",2020-07-30,211,"49.1589046","-122.7058168"
"HR",24,"HR18","24_HR18",2023,"HR24_18_06","TRRE","B. impatiens","worker","impatiens_DNA_33","C12",2020-07-30,211,"49.1589046","-122.7058168"
"HR",24,"HR18","24_HR18",2023,"HR24_18_07","TRRE","B. impatiens","worker","impatiens_DNA_33","A10",2020-07-30,211,"49.1589046","-122.7058168"
"HR",24,"HR18","24_HR18",2023,"HR24_18_08","TRRE","B. impatiens","worker","impatiens_DNA_28","H2",2020-07-30,211,"49.1589046","-122.7058168"
"HR",24,"HR18","24_HR18",2023,"HR24_18_09","TRRE","B. impatiens","worker","impatiens_DNA_33","A9",2020-07-30,211,"49.1589046","-122.7058168"
"HR",24,"HR18","24_HR18",2023,"HR24_18_10","TRRE","B. impatiens","worker","impatiens_DNA_33","D1",2020-07-30,211,"49.1589046","-122.7058168"
"HR",24,"HR19A","24_HR19A",2023,"HR24_19A_01","TAVU","B. impatiens","worker","impatiens_DNA_33","B2",2020-07-30,211,"49.1578943","-122.7080699"
"HR",24,"HR19A","24_HR19A",2023,"HR24_19A_02","TAVU","B. impatiens","worker","impatiens_DNA_33","A8",2020-07-30,211,"49.1578943","-122.7080699"
