"","site","round","sample_pt","sample_id","year","barcode_id","active_flower","final_id","notes","pollen","lat","long","ClusterIndex"
"3582","HR",27,"HR18","27_HR18",2023,"HR27_18_17","TRRE","B. impatiens","worker","n","49.1589046","-122.7058168",1512
"3583","HR",27,"HR18","27_HR18",2023,"HR27_18_18","TRRE","B. impatiens","worker","y","49.1589046","-122.7058168",1511
"3584","HR",27,"HR19A","27_HR19A",2023,"HR27_19A_01","TAVU","B. impatiens","worker","y","49.1578943","-122.7080699",1631
"3585","HR",27,"HR19A","27_HR19A",2023,"HR27_19A_02","TAVU","B. impatiens","worker","n","49.1578943","-122.7080699",1662
"3586","HR",27,"HR19A","27_HR19A",2023,"HR27_19A_03","TAVU","B. impatiens","worker","y","49.1578943","-122.7080699",1653
"3587","HR",27,"HR19A","27_HR19A",2023,"HR27_19A_04","TAVU","B. impatiens","worker","y","49.1578943","-122.7080699",1499
"3588","HR",27,"HR19A","27_HR19A",2023,"HR27_19A_05","TAVU","B. impatiens","worker","y","49.1578943","-122.7080699",1443
"3589","HR",27,"HR19A","27_HR19A",2023,"HR27_19A_06","TAVU","B. impatiens","worker","y","49.1578943","-122.7080699",1663
"3590","HR",27,"HR19A","27_HR19A",2023,"HR27_19A_07","TAVU","B. impatiens","worker","y","49.1578943","-122.7080699",1499
"3591","HR",27,"HR19A","27_HR19A",2023,"HR27_19A_08","TAVU","B. impatiens","worker","y","49.1578943","-122.7080699",1664
"3592","HR",27,"HR19A","27_HR19A",2023,"HR27_19A_09","TAVU","B. impatiens","worker","y","49.1578943","-122.7080699",1659
"3593","HR",27,"HR19A","27_HR19A",2023,"HR27_19A_10","SYAL","B. impatiens","worker","y","49.1578943","-122.7080699",1480
"3594","HR",27,"HR20A","27_HR20A",2023,"HR27_20A_01","HYRA","B. impatiens","worker","y","49.1607689","-122.7016926",1659
"3595","HR",27,"HR20A","27_HR20A",2023,"HR27_20A_02","HYRA","B. impatiens","worker","y","49.1607689","-122.7016926",1665
"3596","HR",27,"HR20A","27_HR20A",2023,"HR27_20A_03","HYRA","B. impatiens","worker","n","49.1607689","-122.7016926",1664
"3597","HR",27,"HR20A","27_HR20A",2023,"HR27_20A_04","HYRA","B. impatiens","worker","n","49.1607689","-122.7016926",2633
"3598","HR",27,"HR20A","27_HR20A",2023,"HR27_20A_05","HYRA","B. impatiens","worker","n","49.1607689","-122.7016926",1633
"3599","HR",27,"HR21","27_HR21",2023,"HR27_21_01","PEMA","B. impatiens","worker","y","49.1517732","-122.712283",1627
"3600","HR",27,"HR21","27_HR21",2023,"HR27_21_02","PEMA","B. impatiens","worker","y","49.1517732","-122.712283",1666
"3601","HR",27,"HR21","27_HR21",2023,"HR27_21_03","PEMA","B. impatiens","worker","n","49.1517732","-122.712283",1463
"3602","HR",27,"HR21","27_HR21",2023,"HR27_21_04","PEMA","B. impatiens","worker","y","49.1517732","-122.712283",1667
"3603","HR",27,"HR21","27_HR21",2023,"HR27_21_05","GABI","B. impatiens","worker","y","49.1517732","-122.712283",1668
"3604","HR",27,"HR21","27_HR21",2023,"HR27_21_06","SONI","B. impatiens","worker","y","49.1517732","-122.712283",1669
"3605","HR",27,"HR22","27_HR22",2023,"HR27_22_01","IMGL","B. impatiens","worker","n","49.1544635","-122.7016219",1568
"3606","HR",27,"HR22","27_HR22",2023,"HR27_22_02","IMGL","B. impatiens","worker","n","49.1544635","-122.7016219",1472
"3607","HR",27,"HR22","27_HR22",2023,"HR27_22_03","HYRA","B. impatiens","worker","y","49.1544635","-122.7016219",1669
"3608","HR",27,"HR22","27_HR22",2023,"HR27_22_04","TAVU","B. impatiens","worker","y","49.1544635","-122.7016219",1670
"3609","HR",27,"HR23","27_HR23",2023,"HR27_23_01","ECPU","B. impatiens","worker","n","49.1518644","-122.70223",1671
"3610","HR",27,"HR23","27_HR23",2023,"HR27_23_02","ECPU","B. impatiens","worker","n","49.1518644","-122.70223",1509
"3611","HR",27,"HR23","27_HR23",2023,"HR27_23_03","ECPU","B. impatiens","worker","y","49.1518644","-122.70223",1672
"3612","HR",27,"HR23","27_HR23",2023,"HR27_23_04","ECPU","B. impatiens","worker","n","49.1518644","-122.70223",1673
"3613","HR",27,"HR23","27_HR23",2023,"HR27_23_05","ECPU","B. impatiens","worker","n","49.1518644","-122.70223",1674
"3614","HR",27,"HR23","27_HR23",2023,"HR27_23_06","RUHI","B. impatiens","worker","y","49.1518644","-122.70223",1671
"3615","HR",27,"HR23","27_HR23",2023,"HR27_23_07","RUHI","B. impatiens","worker","n","49.1518644","-122.70223",1675
"3616","HR",27,"HR23","27_HR23",2023,"HR27_23_08","RUHI","B. impatiens","worker","y","49.1518644","-122.70223",1676
"3617","HR",27,"HR23","27_HR23",2023,"HR27_23_09","RUHI","B. impatiens","worker","n","49.1518644","-122.70223",1577
"3618","HR",27,"HR23","27_HR23",2023,"HR27_23_10","TAER","B. impatiens","worker","n","49.1518644","-122.70223",1570
"3619","HR",27,"HR23","27_HR23",2023,"HR27_23_11","TAER","B. impatiens","worker","n","49.1518644","-122.70223",1677
"3620","HR",27,"HR23","27_HR23",2023,"HR27_23_12","TAER","B. impatiens","worker","y","49.1518644","-122.70223",1676
"3621","HR",27,"HR23","27_HR23",2023,"HR27_23_13","TAER","B. impatiens","worker","n","49.1518644","-122.70223",1576
"3622","HR",27,"HR23","27_HR23",2023,"HR27_23_14","TAER","B. impatiens","worker","y","49.1518644","-122.70223",2655
"3623","HR",27,"HR23","27_HR23",2023,"HR27_23_15","TAER","B. impatiens","worker","n","49.1518644","-122.70223",1471
"3624","HR",27,"HR23","27_HR23",2023,"HR27_23_16","HEAN","B. impatiens","worker","n","49.1518644","-122.70223",1679
"3625","HR",27,"HR24","27_HR24",2023,"HR27_24_01","MEAL","B. impatiens","worker","n","49.155363","-122.709293",1621
"3626","HR",27,"HR24","27_HR24",2023,"HR27_24_02","MEAL","B. impatiens","worker","n","49.155363","-122.709293",1653
"3627","HR",27,"HR24","27_HR24",2023,"HR27_24_03","TRHY","B. impatiens","worker","y","49.155363","-122.709293",1680
"3628","HR",27,"HR24","27_HR24",2023,"HR27_24_04","TRHY","B. impatiens","worker","y","49.155363","-122.709293",1681
"3629","HR",27,"HR25","27_HR25",2023,"HR27_25_01","SODU","B. impatiens","worker","y","49.1628452","-122.7128068",1682
"3630","HR",27,"HR25","27_HR25",2023,"HR27_25_02","SODU","B. impatiens","worker","y","49.1628452","-122.7128068",1683
"3631","HR",27,"HR25","27_HR25",2023,"HR27_25_03","RUAR","B. impatiens","worker","n","49.1628452","-122.7128068",1640
"3632","HR",27,"HR26","27_HR26",2023,"HR27_26_01","SOAS","B. impatiens","worker","n","49.1592195","-122.7127155",1662
"3633","HR",27,"HR26","27_HR26",2023,"HR27_26_02","PLLA","B. impatiens","worker","y","49.1592195","-122.7127155",1684
"3634","HR",27,"HR26","27_HR26",2023,"HR27_26_03","HYRA","B. impatiens","worker","y","49.1592195","-122.7127155",1685
"3635","HR",27,"HR28","27_HR28",2023,"HR27_28_01","IMGL","B. impatiens","worker","y","49.1535131","-122.7159115",1686
"3636","HR",27,"HR28","27_HR28",2023,"HR27_28_02","IMGL","B. impatiens","worker","y","49.1535131","-122.7159115",1687
"3637","HR",27,"HR28","27_HR28",2023,"HR27_28_03","IMGL","B. impatiens","worker","y","49.1535131","-122.7159115",1488
"3638","HR",27,"HR28","27_HR28",2023,"HR27_28_04","IMGL","B. impatiens","worker","y","49.1535131","-122.7159115",1688
"3639","HR",27,"HR28","27_HR28",2023,"HR27_28_05","HYRA","B. impatiens","worker","n","49.1535131","-122.7159115",1522
"3640","HR",27,"HR28","27_HR28",2023,"HR27_28_06","HYRA","B. impatiens","worker","y","49.1535131","-122.7159115",1689
"3641","HR",27,"HR28","27_HR28",2023,"HR27_28_07","LACO","B. impatiens","worker","y","49.1535131","-122.7159115",1690
"3642","HR",27,"HR31","27_HR31",2023,"HR27_31_01","LOCO","B. impatiens","worker","y","49.1479179","-122.711316",1513
"3643","HR",27,"HR33","27_HR33",2023,"HR27_33_01","TAVU","B. impatiens","worker","n","49.1479665","-122.730115",1510
"3644","HR",27,"HR33","27_HR33",2023,"HR27_33_02","TAVU","B. impatiens","worker","y","49.1479665","-122.730115",1691
"3645","HR",27,"HR36","27_HR36",2023,"HR27_36_01","IMGL","B. impatiens","worker","y","49.1568666","-122.7016479",1692
"3646","HR",27,"HR36","27_HR36",2023,"HR27_36_02","IMGL","B. impatiens","worker","n","49.1568666","-122.7016479",1693
"3647","HR",27,"HR36","27_HR36",2023,"HR27_36_03","IMGL","B. impatiens","worker","y","49.1568666","-122.7016479",1662
"3648","HR",27,"HR36","27_HR36",2023,"HR27_36_04","IMGL","B. impatiens","worker","y","49.1568666","-122.7016479",1694
"3649","HR",27,"HR36","27_HR36",2023,"HR27_36_05","IMGL","B. impatiens","worker","y","49.1568666","-122.7016479",1695
"3650","HR",27,"HR36","27_HR36",2023,"HR27_36_06","IMGL","B. impatiens","worker","y","49.1568666","-122.7016479",1598
"3651","HR",27,"HR36","27_HR36",2023,"HR27_36_07","IMGL","B. impatiens","worker","y","49.1568666","-122.7016479",1696
"3652","HR",27,"HR36","27_HR36",2023,"HR27_36_08","IMGL","B. impatiens","worker","n","49.1568666","-122.7016479",1615
"3653","HR",27,"HR36","27_HR36",2023,"HR27_36_09","IMGL","B. impatiens","worker","y","49.1568666","-122.7016479",1697
"3654","HR",27,"HR36","27_HR36",2023,"HR27_36_10","IMGL","B. impatiens","worker","y","49.1568666","-122.7016479",1698
"3655","HR",27,"HR36","27_HR36",2023,"HR27_36_11","IMGL","B. impatiens","worker","y","49.1568666","-122.7016479",1693
"3656","HR",27,"HR36","27_HR36",2023,"HR27_36_12","IMGL","B. impatiens","worker","y","49.1568666","-122.7016479",1482
"3657","HR",27,"HR36","27_HR36",2023,"HR27_36_13","IMGL","B. impatiens","worker","y","49.1568666","-122.7016479",1487
"3658","HR",27,"HR36","27_HR36",2023,"HR27_36_14","IMGL","B. impatiens","worker","n","49.1568666","-122.7016479",1443
"3659","HR",27,"HR36","27_HR36",2023,"HR27_36_15","TAVU","B. impatiens","worker","y","49.1568666","-122.7016479",1663
"3660","HR",27,"HR36","27_HR36",2023,"HR27_36_16","TAVU","B. impatiens","worker","y","49.1568666","-122.7016479",1699
"3661","HR",27,"HR36","27_HR36",2023,"HR27_36_17","TAVU","B. impatiens","worker","y","49.1568666","-122.7016479",1629
"3662","HR",27,"HR36","27_HR36",2023,"HR27_36_18","TAVU","B. impatiens","worker","n","49.1568666","-122.7016479",1698
"3663","HR",27,"HR36","27_HR36",2023,"HR27_36_19","TAVU","B. impatiens","worker","y","49.1568666","-122.7016479",1583
"3664","ED",14,"ED06","14_ED06",2023,"N/A","TAOF","B. impatiens","queen","","49.0937503","-122.9571174",NA
"3665","ED",13,"ED10","13_ED10",2023,"N/A","flying","B. impatiens","queen","","49.1053113","-122.9572629",NA
"3666","ED",17,"ED10","17_ED10",2023,"N/A","nest searching","B. impatiens","queen","","49.1053113","-122.9572629",NA
"3667","ED",16,"ED12","16_ED12",2023,"N/A","flying","B. impatiens","queen","","49.0941941","-122.9295817",NA
"3668","ED",17,"ED12","17_ED12",2023,"N/A","RONU","B. impatiens","queen","","49.0941941","-122.9295817",NA
"3669","ED",14,"ED14","14_ED14",2023,"N/A","nest searching","B. impatiens","queen","","49.0974916","-122.9390522",NA
"3670","ED",14,"ED19A","14_ED19A",2023,"N/A","nest searching","B. impatiens","queen","","49.0978928","-122.9307244",NA
"3671","ED",14,"ED27B","14_ED27B",2023,"N/A","nest searching","B. impatiens","queen","","49.10066","-122.9294",NA
"3672","ED",14,"ED28A","14_ED28A",2023,"N/A","nest searching","B. impatiens","queen","","49.1007889","-122.9346452",NA
"3673","ED",13,"ED31","13_ED31",2023,"N/A","nest searching","B. impatiens","queen","","49.091685","-122.9349074",NA
"3674","ED",13,"ED31","13_ED31",2023,"N/A","RUSP","B. impatiens","queen","","49.091685","-122.9349074",NA
"3675","ED",19,"ED32","19_ED32",2023,"N/A","RUAR","B. impatiens","queen","","49.0910852","-122.9303897",NA
"3676","HR",15,"HR04","15_HR04",2023,"N/A","RARE","B. impatiens","queen","","49.1534069","-122.719946",NA
"3677","HR",16,"HR04","16_HR04",2023,"N/A","flying","B. impatiens","queen","","49.1534069","-122.719946",NA
"3678","HR",17,"HR09","17_HR09",2023,"N/A","CYSC","B. impatiens","queen","","49.1626103","-122.7282396",NA
"3679","HR",14,"HR16","14_HR16",2023,"N/A","nest searching","B. impatiens","queen","","49.159073","-122.7088316",NA
"3680","HR",12,"HR35","12_HR35",2023,"N/A","flying","B. impatiens","queen","","49.1516644","-122.7064572",NA
"3681","NR",16,"NR04A","16_NR04A",2023,"N/A","nest searching","B. impatiens","queen","","49.0857059","-122.7641659",NA
"3682","NR",17,"NR09","17_NR09",2023,"N/A","flying","B. impatiens","queen","","49.0843568","-122.76717",NA
"3683","NR",14,"NR17A","14_NR17A",2023,"N/A","nest searching","B. impatiens","queen","","49.0825808","-122.7743845",NA
"3684","NR",16,"NR17A","16_NR17A",2023,"N/A","nest searching","B. impatiens","queen","","49.0825808","-122.7743845",NA
"3685","NR",16,"NR23","16_NR23",2023,"N/A","nest searching","B. impatiens","queen","","49.0779816","-122.7790408",NA
"3686","NR",14,"NR31","14_NR31",2023,"N/A","nest searching","B. impatiens","queen","","49.0774111","-122.7568679",NA
"3687","NR",14,"NR43","14_NR43",2023,"N/A","nest searching","B. impatiens","queen","","49.0834488","-122.776728",NA
"3688","NR",14,"NR43","14_NR43",2023,"N/A","nest searching","B. impatiens","queen","","49.0834488","-122.776728",NA
"3689","NR",14,"NR43","14_NR43",2023,"N/A","nest searching","B. impatiens","queen","","49.0834488","-122.776728",NA
"3690","PM",15,"PM43","15_PM43",2023,"N/A","","B. impatiens","queen","","49.2568767","-122.6492724",NA
"3691","PM",14,"PM44","14_PM44",2023,"N/A","nest searching","B. impatiens","queen","","49.2567783","-122.6440429",NA
"3692","PM",18,"PM45","18_PM45",2023,"N/A","nest searching","B. impatiens","queen","","49.2567056","-122.6391672",NA
"3693","PM",16,"PM46","16_PM46",2023,"N/A","nest searching","B. impatiens","queen","","49.2549194","-122.6483229",NA
"3694","PM",15,"PM48","15_PM48",2023,"N/A","nest searching","B. impatiens","queen","","49.2489465","-122.6461739",NA
"3695","PM",14,"PM51A","14_PM51A",2023,"N/A","nest searching","B. impatiens","queen","","49.2460018","-122.6559901",NA
"3696","PM",14,"PM59","14_PM59",2023,"N/A","nest searching","B. impatiens","queen","","49.2503146","-122.6390887",NA
"3697","PM",14,"PM62","14_PM62",2023,"N/A","nest searching","B. impatiens","queen","","49.2485683","-122.6669971",NA
"3698","PM",18,"PM70","18_PM70",2023,"N/A","LUPO","B. impatiens","queen","","49.2451356","-122.638063",NA
"3699","SD",17,"SD18A","17_SD18A",2023,"N/A","flying","B. impatiens","queen","","49.0661981","-123.0714527",NA
"3700","SD",23,"SD19","23_SD19",2023,"N/A","RUAR","B. impatiens","queen","","49.0661604","-123.0667177",NA
"3701","SD",15,"SD29","15_SD29",2023,"N/A","nest searching","B. impatiens","queen","","49.0565225","-123.072036",NA
"3702","SD",11,"SD40","11_SD40",2023,"N/A","nest searching","B. impatiens","queen","","49.0664297","-123.0753682",NA
"3703","W",12,"W05","12_W05",2023,"N/A","Prunus spp.","B. impatiens","queen","","49.0901064","-123.1603994",NA
"3704","W",14,"W10","14_W10",2023,"N/A","nest searching","B. impatiens","queen","","49.0877613","-123.1628726",NA
"3705","W",17,"W11","17_W11",2023,"N/A","flying","B. impatiens","queen","","49.085613","-123.1649155",NA
"3706","W",14,"W12","14_W12",2023,"N/A","nest searching","B. impatiens","queen","","49.0840043","-123.1535249",NA
"3707","W",13,"W17","13_W17",2023,"N/A","nest searching","B. impatiens","queen","","49.0785706","-123.1520317",NA
"3708","W",14,"W19","14_W19",2023,"N/A","nest searching","B. impatiens","queen","","49.0892561","-123.1465705",NA
"3709","W",14,"W21","14_W21",2023,"N/A","nest searching","B. impatiens","queen","","49.090392","-123.1427507",NA
"3710","W",14,"W21","14_W21",2023,"N/A","nest searching","B. impatiens","queen","","49.090392","-123.1427507",NA
"3711","W",16,"W21","16_W21",2023,"N/A","flying","B. impatiens","queen","","49.090392","-123.1427507",NA
"3712","W",15,"W22","15_W22",2023,"N/A","flying","B. impatiens","queen","","49.0930151","-123.1427507",NA
"3713","W",14,"W28","14_W28",2023,"N/A","CRMO","B. impatiens","queen","","49.0950509","-123.1575017",NA
"3714","W",13,"W30","13_W30",2023,"N/A","flying","B. impatiens","queen","","49.0955023","-123.1490957",NA
"3715","W",14,"W40","14_W40",2023,"N/A","flying","B. impatiens","queen","","49.08376","-123.16044",NA
"3716","W",16,"W40","16_W40",2023,"N/A","nest searching","B. impatiens","queen","","49.08376","-123.16044",NA
"3717","W",15,"W34","15_W34",2023,"N/A","grass","B. impatiens","queen (and pollen)","","49.0937647","-123.1504778",NA
"3718","NR",13,"NR02","13_NR02",2023,"NR13_02_01","TAOF","B. impatiens","queen","0","49.0896266","-122.7732653",621
"3719","NR",13,"NR17A","13_NR17A",2023,"NR13_17A_01","TAOF","B. impatiens","queen","0","49.0825808","-122.7743845",638
"3720","NR",13,"NR20","13_NR20",2023,"NR13_20_01","nest searching","B. impatiens","queen","0","49.0864015","-122.779016",639
"3721","NR",13,"NR43","13_NR43",2023,"NR13_43_01","TAOF","B. impatiens","queen","0","49.0834488","-122.776728",640
"3722","NR",14,"NR03","14_NR03",2023,"NR14_03_01","nest searching","B. impatiens","queen","0","49.0808067","-122.7737623",608
"3723","NR",14,"NR04A","14_NR04A",2023,"NR14_04A_01","nest searching","B. impatiens","queen","0","49.0857059","-122.7641659",641
"3724","NR",14,"NR06A","14_NR06A",2023,"NR14_06A_01","nest searching","B. impatiens","queen","0","49.0895774","-122.7639943",642
"3725","NR",14,"NR10","14_NR10",2023,"NR14_10_01","nest searching","B. impatiens","queen","0","49.0822276","-122.7642625",637
"3726","NR",14,"NR17A","14_NR17A",2023,"NR14_17A_01","TAOF","B. impatiens","queen","0","49.0825808","-122.7743845",643
"3727","NR",14,"NR17A","14_NR17A",2023,"NR14_17A_02","TAOF","B. impatiens","queen","0","49.0825808","-122.7743845",644
"3728","NR",14,"NR18","14_NR18",2023,"NR14_18_01","nest searching","B. impatiens","queen","0","49.0867459","-122.7724607",631
"3729","NR",14,"NR18","14_NR18",2023,"NR14_18_02","nest searching","B. impatiens","queen","0","49.0867459","-122.7724607",645
"3730","NR",14,"NR18","14_NR18",2023,"NR14_18_03","nest searching","B. impatiens","queen","0","49.0867459","-122.7724607",596
"3731","NR",14,"NR23","14_NR23",2023,"NR14_23_01","nest searching","B. impatiens","queen","0","49.0779816","-122.7790408",1066
"3732","NR",14,"NR44","14_NR44",2023,"NR14_44_01","nest searching","B. impatiens","queen","0","49.0872257","-122.7766365",575
"3733","NR",15,"NR16","15_NR16",2023,"NR15_16_01","nest searching","B. impatiens","queen","0","49.0850439","-122.7751401",566
"3734","NR",16,"NR05A","16_NR05A",2023,"NR16_05A_01","nest searching","B. impatiens","queen","0","49.0858886","-122.7602928",555
"3735","NR",16,"NR08","16_NR08",2023,"NR16_08_01","nest searching","B. impatiens","queen","0","49.0824401","-122.7700635",646
"3736","NR",16,"NR16","16_NR16",2023,"NR16_16_01","nest searching","B. impatiens","queen","0","49.0850439","-122.7751401",647
"3737","NR",16,"NR20","16_NR20",2023,"NR16_20_01","nest searching","B. impatiens","queen","0","49.0864015","-122.779016",648
"3738","NR",16,"NR22","16_NR22",2023,"NR16_22_01","RONU","B. impatiens","worker","y","49.0896056","-122.7690382",1700
"3739","NR",17,"NR01","17_NR01",2023,"NR17_01_01","RONU","B. impatiens","queen","1","49.089725","-122.7790482",1078
"3740","NR",17,"NR01","17_NR01",2023,"NR17_01_02","RONU","B. impatiens","worker","y","49.089725","-122.7790482",1701
"3741","NR",17,"NR01","17_NR01",2023,"NR17_01_03","RONU","B. impatiens","worker","y","49.089725","-122.7790482",1702
"3742","NR",17,"NR19","17_NR19",2023,"NR17_19_01","nest searching","B. impatiens","queen","0","49.0837697","-122.7707307",650
"3743","NR",17,"NR23","17_NR23",2023,"NR17_23_01","PLLA","B. impatiens","worker","y","49.0779816","-122.7790408",1703
"3744","NR",17,"NR43","17_NR43",2023,"NR17_43_03","LUPO","B. impatiens","worker","y","49.0834488","-122.776728",1704
"3745","NR",17,"NR43","17_NR43",2023,"NR17_43_04","RUPA","B. impatiens","queen","0","49.0834488","-122.776728",596
"3746","NR",18,"NR14B","18_NR14B",2023,"NR18_14B_02","RUAR","B. impatiens","worker","y","49.0825833","-122.7567284",1705
"3747","NR",18,"NR14B","18_NR14B",2023,"NR18_14B_03","RUAR","B. impatiens","worker","y","49.0825833","-122.7567284",1706
"3748","NR",18,"NR16","18_NR16",2023,"NR18_16_01","RUAR","B. impatiens","worker","y","49.0850439","-122.7751401",1707
"3749","NR",18,"NR16","18_NR16",2023,"NR18_16_02","RUAR","B. impatiens","worker","y","49.0850439","-122.7751401",1708
"3750","NR",18,"NR27","18_NR27",2023,"NR18_27_01","RUAR","B. impatiens","worker","y","49.0746722","-122.7679758",1709
"3751","NR",18,"NR29","18_NR29",2023,"NR18_29_01","RUAR","B. impatiens","worker","y","49.0749252","-122.7620714",1710
"3752","NR",18,"NR30A","18_NR30A",2023,"NR18_30A_01","RUAR","B. impatiens","worker","y","49.0749955","-122.7581554",1711
"3753","NR",18,"NR31","18_NR31",2023,"NR18_31_01","flying","B. impatiens","worker","","49.0774111","-122.7568679",1712
"3754","NR",18,"NR43","18_NR43",2023,"NR18_43_01","LUPO","B. impatiens","queen","1","49.0834488","-122.776728",651
"3755","NR",19,"NR01","19_NR01",2023,"NR19_01_03","RULA","B. impatiens","worker","","49.089725","-122.7790482",1713
"3756","NR",19,"NR05A","19_NR05A",2023,"NR19_05A_01","VICR","B. impatiens","worker","n","49.0858886","-122.7602928",1714
"3757","NR",19,"NR08","19_NR08",2023,"NR19_08_07","RUAR","B. impatiens","worker","","49.0824401","-122.7700635",1715
"3758","NR",19,"NR08","19_NR08",2023,"NR19_08_08","RUAR","B. impatiens","worker","n","49.0824401","-122.7700635",1716
"3759","NR",19,"NR08","19_NR08",2023,"NR19_08_09","RUAR","B. impatiens","worker","y","49.0824401","-122.7700635",1717
"3760","NR",19,"NR08","19_NR08",2023,"NR19_08_10","RUAR","B. impatiens","worker","y","49.0824401","-122.7700635",2656
"3761","NR",19,"NR08","19_NR08",2023,"NR19_08_11","RUAR","B. impatiens","worker","y","49.0824401","-122.7700635",1719
"3762","NR",19,"NR08","19_NR08",2023,"NR19_08_12","RUAR","B. impatiens","worker","","49.0824401","-122.7700635",1720
"3763","NR",19,"NR08","19_NR08",2023,"NR19_08_13","RUAR","B. impatiens","worker","y","49.0824401","-122.7700635",1721
"3764","NR",19,"NR08","19_NR08",2023,"NR19_08_14","RUAR","B. impatiens","worker","y","49.0824401","-122.7700635",1716
"3765","NR",19,"NR16","19_NR16",2023,"NR19_16_02","RULA","B. impatiens","worker","y","49.0850439","-122.7751401",1722
"3766","NR",19,"NR16","19_NR16",2023,"NR19_16_05","RUAR","B. impatiens","worker","","49.0850439","-122.7751401",1723
"3767","NR",19,"NR16","19_NR16",2023,"NR19_16_06","RUAR","B. impatiens","worker","","49.0850439","-122.7751401",1724
"3768","NR",19,"NR20","19_NR20",2023,"NR19_20_01","RUAR","B. impatiens","worker","","49.0864015","-122.779016",1725
"3769","NR",19,"NR20","19_NR20",2023,"NR19_20_02","RUAR","B. impatiens","worker","y","49.0864015","-122.779016",1726
"3770","NR",19,"NR20","19_NR20",2023,"NR19_20_03","RUAR","B. impatiens","worker","y","49.0864015","-122.779016",1727
"3771","NR",19,"NR22","19_NR22",2023,"NR19_22_01","SPDO","B. impatiens","worker","n","49.0896056","-122.7690382",1728
"3772","NR",19,"NR22","19_NR22",2023,"NR19_22_02","SPDO","B. impatiens","worker","y","49.0896056","-122.7690382",1729
"3773","NR",19,"NR24","19_NR24",2023,"NR19_24_01","RUAR","B. impatiens","worker","n","49.0746121","-122.7791267",1730
"3774","NR",19,"NR27","19_NR27",2023,"NR19_27_01","RUAR","B. impatiens","worker","","49.0746722","-122.7679758",1731
"3775","NR",19,"NR28","19_NR28",2023,"NR19_28_03","RUAR","B. impatiens","worker","y","49.0789405","-122.7679865",1732
"3776","NR",19,"NR28","19_NR28",2023,"NR19_28_04","RUAR","B. impatiens","worker","y","49.0789405","-122.7679865",1733
"3777","NR",19,"NR28","19_NR28",2023,"NR19_28_05","RUAR","B. impatiens","worker","","49.0789405","-122.7679865",1734
"3778","NR",19,"NR29","19_NR29",2023,"NR19_29_01","RUAR","B. impatiens","worker","","49.0749252","-122.7620714",1735
"3779","NR",19,"NR43","19_NR43",2023,"NR19_43_02","RUPA","B. impatiens","worker","","49.0834488","-122.776728",1736
"3780","NR",19,"NR44","19_NR44",2023,"NR19_44_01","nest searching","B. impatiens","queen","0","49.0872257","-122.7766365",507
"3781","NR",19,"NR44","19_NR44",2023,"NR19_44_02","RUAR","B. impatiens","worker","y","49.0872257","-122.7766365",1737
"3782","NR",19,"NR44","19_NR44",2023,"NR19_44_03","RUAR","B. impatiens","worker","y","49.0872257","-122.7766365",1738
"3783","NR",19,"NR44","19_NR44",2023,"NR19_44_04","RUAR","B. impatiens","worker","n","49.0872257","-122.7766365",1739
"3784","NR",19,"NR44","19_NR44",2023,"NR19_44_05","RUAR","B. impatiens","worker","y","49.0872257","-122.7766365",1740
"3785","NR",19,"NR44","19_NR44",2023,"NR19_44_06","RUAR","B. impatiens","worker","n","49.0872257","-122.7766365",1741
"3786","NR",19,"NR44","19_NR44",2023,"NR19_44_07","RUAR","B. impatiens","worker","y","49.0872257","-122.7766365",1742
"3787","NR",19,"NR44","19_NR44",2023,"NR19_44_08","RUAR","B. impatiens","worker","y","49.0872257","-122.7766365",1743
"3788","NR",20,"NR01","20_NR01",2023,"NR20_01_15","RUAR","B. impatiens","worker","","49.089725","-122.7790482",1744
"3789","NR",20,"NR01","20_NR01",2023,"NR20_01_16","RUAR","B. impatiens","worker","n","49.089725","-122.7790482",1745
"3790","NR",20,"NR01","20_NR01",2023,"NR20_01_17","RUAR","B. impatiens","worker","y","49.089725","-122.7790482",1746
"3791","NR",20,"NR01","20_NR01",2023,"NR20_01_18","RUAR","B. impatiens","worker","y","49.089725","-122.7790482",1744
"3792","NR",20,"NR01","20_NR01",2023,"NR20_01_19","RUAR","B. impatiens","worker","y","49.089725","-122.7790482",1747
"3793","NR",20,"NR01","20_NR01",2023,"NR20_01_20","RULA","B. impatiens","worker","y","49.089725","-122.7790482",1746
"3794","NR",20,"NR01","20_NR01",2023,"NR20_01_21","RULA","B. impatiens","worker","n","49.089725","-122.7790482",1748
"3795","NR",20,"NR01","20_NR01",2023,"NR20_01_22","RULA","B. impatiens","worker","y","49.089725","-122.7790482",1736
"3796","NR",20,"NR01","20_NR01",2023,"NR20_01_23","RULA","B. impatiens","worker","","49.089725","-122.7790482",1749
"3797","NR",20,"NR01","20_NR01",2023,"NR20_01_24","RULA","B. impatiens","worker","n","49.089725","-122.7790482",1750
"3798","NR",20,"NR01","20_NR01",2023,"NR20_01_25","RULA","B. impatiens","worker","n","49.089725","-122.7790482",1751
"3799","NR",20,"NR01","20_NR01",2023,"NR20_01_26","RULA","B. impatiens","worker","y","49.089725","-122.7790482",1752
"3800","NR",20,"NR01","20_NR01",2023,"NR20_01_27","RULA","B. impatiens","worker","","49.089725","-122.7790482",1747
"3801","NR",20,"NR07A","20_NR07A",2023,"NR20_07A_03","RUAR","B. impatiens","worker","n","49.0896758","-122.7593916",1753
